SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 12% ALC,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 19% ALC,"PF 19,5%","PF 19,5% ALC",PF 20%,PF 20% ALC,"PF 20,5%",PF 21%,PF 21% ALC,PF 22%,PF 22% ALC,PMC Sem Imposto,PMC 0%,PMC 12%,PMC 12% ALC,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 19%,PMC 19% ALC,"PMC 19,5%","PMC 19,5% ALC",PMC 20%,PMC 20% ALC,"PMC 20,5%",PMC 21%,PMC 21% ALC,PMC 22%,PMC 22% ALC,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2022,TARJA,DESTINAÇÃO COMERCIAL 
INSULINA HUMANA,82.277.955/0001-55,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,526618040009207,1176600040102,7897705202456,7897705202623,    -     ,NOVOLIN N,100 UI/ML SUS INJ CT 5 CAR VD TRANS X 3 ML X 5 SIST APLIC PLAS (FLEXPEN),"A10C2 - Insulinas humanas e análogos, ação intermediária",Novo,Regulado,100.76,100.76,114.50,114.50,121.40,121.40,122.13,122.13,122.88,122.88,124.40,124.40,125.17,125.17,125.95,125.95,126.74,127.54,127.54,129.18,129.18,139.29,139.29,158.29,158.29,167.83,167.83,168.84,168.84,169.87,169.87,171.98,171.98,173.04,173.04,174.12,174.12,175.21,176.32,176.32,178.58,178.58,Não,Não,Sim,Não,,Positiva,Sim,- (*) ,Sim
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000407,1334800020021,7898616360150,    -     ,    -     ,AFREZZA,"8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 2 INAL","A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,1659.38,1659.38,1885.66,1885.66,1999.25,1999.25,2011.37,2011.37,2023.63,2023.63,2048.62,2048.62,2061.34,2061.34,2074.23,2074.23,2087.27,2100.48,2100.48,2127.41,2127.41,2294.00,2294.00,2606.81,2606.81,2763.85,2763.85,2780.60,2780.60,2797.55,2797.55,2832.10,2832.10,2849.68,2849.68,2867.50,2867.50,2885.53,2903.79,2903.79,2941.02,2941.02,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000507,1334800020031,7898616360167,    -     ,    -     ,AFREZZA,12 U (1 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 2 INAL,"A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,2499.30,2499.30,2840.11,2840.11,3011.20,3011.20,3029.45,3029.45,3047.93,3047.93,3085.56,3085.56,3104.72,3104.72,3124.13,3124.13,3143.77,3163.67,3163.67,3204.23,3204.23,3455.14,3455.14,3926.29,3926.29,4162.81,4162.81,4188.04,4188.04,4213.58,4213.58,4265.61,4265.61,4292.09,4292.09,4318.93,4318.93,4346.08,4373.59,4373.59,4429.66,4429.66,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000607,1334800020048,7898616360174,    -     ,    -     ,AFREZZA,"4 U (0,35 MG) + 8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 60 + 30+ 2 INAL","A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,1106.26,1106.26,1257.11,1257.11,1332.84,1332.84,1340.92,1340.92,1349.10,1349.10,1365.75,1365.75,1374.24,1374.24,1382.83,1382.83,1391.52,1400.33,1400.33,1418.28,1418.28,1529.34,1529.34,1737.88,1737.88,1842.57,1842.57,1853.74,1853.74,1865.05,1865.05,1888.07,1888.07,1899.81,1899.81,1911.68,1911.68,1923.69,1935.87,1935.87,1960.69,1960.69,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000707,1334800020056,7898616360181,    -     ,    -     ,AFREZZA,"4 U (0,35 MG) + 8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 30 + 60 + 2 INAL","A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,1382.82,1382.82,1571.39,1571.39,1666.05,1666.05,1676.15,1676.15,1686.37,1686.37,1707.19,1707.19,1717.79,1717.79,1728.53,1728.53,1739.40,1750.41,1750.41,1772.85,1772.85,1911.67,1911.67,2172.35,2172.35,2303.22,2303.22,2317.18,2317.18,2331.31,2331.31,2360.09,2360.09,2374.74,2374.74,2389.59,2389.59,2404.62,2419.84,2419.84,2450.86,2450.86,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000807,1334800020064,7898616360198,    -     ,    -     ,AFREZZA,"8 U (0,70 MG) + 12 U (1 MG) PO INAL OR CT REFIL PLAS OPC X 60 + 30 + 2 INAL","A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,1948.09,1948.09,2213.74,2213.74,2347.10,2347.10,2361.32,2361.32,2375.72,2375.72,2405.05,2405.05,2419.99,2419.99,2435.11,2435.11,2450.43,2465.94,2465.94,2497.55,2497.55,2693.12,2693.12,3060.37,3060.37,3244.73,3244.73,3264.39,3264.39,3284.29,3284.29,3324.84,3324.84,3345.49,3345.49,3366.40,3366.40,3387.58,3409.02,3409.02,3452.72,3452.72,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000907,1334800020072,7898616360204,    -     ,    -     ,AFREZZA,"4 U (0,35 MG) + 8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 90 + 2 INAL","A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,2144.64,2144.64,2437.09,2437.09,2583.90,2583.90,2599.56,2599.56,2615.41,2615.41,2647.70,2647.70,2664.15,2664.15,2680.80,2680.80,2697.66,2714.73,2714.73,2749.54,2749.54,2964.84,2964.84,3369.13,3369.13,3572.09,3572.09,3593.74,3593.74,3615.65,3615.65,3660.29,3660.29,3683.03,3683.03,3706.05,3706.05,3729.36,3752.95,3752.95,3801.08,3801.08,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
INSULINA HUMANA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505609201150414,1376401140010,7895858005412,    -     ,    -     ,INSUNORM R,100 UI/ML SOL INJ CT FA VD INC X 10 ML,"A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,45.55,45.55,51.76,51.76,54.88,54.88,55.21,55.21,55.55,55.55,56.23,56.23,56.58,56.58,56.94,56.94,57.30,57.66,57.66,58.40,58.40,62.97,62.97,71.56,71.56,75.87,75.87,76.32,76.32,76.79,76.79,77.73,77.73,78.22,78.22,78.72,78.72,79.21,79.71,79.71,80.73,80.73,Não,Sim,Não,Não,,Positiva,Sim,- (*) ,Sim
INSULINA HUMANA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505608901159416,1376401150016,7895858005436,    -     ,    -     ,INSUNORM N,100 UI/ML SUS INJ CT FA VD INC X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",Biológico,Regulado,45.55,45.55,51.76,51.76,54.88,54.88,55.21,55.21,55.55,55.55,56.23,56.23,56.58,56.58,56.94,56.94,57.30,57.66,57.66,58.40,58.40,62.97,62.97,71.56,71.56,75.87,75.87,76.32,76.32,76.79,76.79,77.73,77.73,78.22,78.22,78.72,78.72,79.21,79.71,79.71,80.73,80.73,Não,Não,Sim,Não,,Positiva,Sim,- (*) ,Sim
INSULINA HUMANA,04.491.780/0001-70,"GERAIS, COMÉRCIO E IMPORTAÇÃO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA",577519120000117,1667400020038,7895197160032,7898971005017,7898971005048,WOSULIN R,100 UI/ML SOL INJ CX FA VD INC X 10 ML,"A10C1 - Insulinas humanas e análogos, ação rápida",Biológico,Regulado,39.38,39.38,44.75,44.75,47.45,47.45,47.73,47.73,48.02,48.02,48.62,48.62,48.92,48.92,49.23,49.23,49.53,49.85,49.85,50.49,50.49,54.44,54.44,61.86,61.86,65.60,65.60,65.98,65.98,66.38,66.38,67.21,67.21,67.63,67.63,68.06,68.06,68.47,68.91,68.91,69.80,69.80,Não,Sim,Não,Não,,Positiva,Sim,- (*) ,Sim
INSULINA HUMANA,13.078.518/0001-90,"FUNDAÇÃO BAIANA DE PESQ. CIENTIFICA E DESENV.  TECNOLOGICO, FORNECIMENTO E DISTRIBUIÇÃO DE MEDICAMENTOS-BAHIAFARMA",544018060000307,1988300040012,7898604730064,    -     ,    -     ,BAHIAFARMA INSULINA HUMANA NPH,100 UI/ML SUS INJ CT FA VD INC X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",    -     ,Regulado,38.00,38.00,43.18*,43.18*,45.78*,45.78*,46.06*,46.06*,46.34*,46.34*,46.91*,46.91*,47.20*,47.20*,47.50*,47.50*,47.80*,48.10*,48.10*,48.72*,48.72*,52.53,52.53,59.69*,59.69*,63.29*,63.29*,63.68*,63.68*,64.06*,64.06*,64.85*,64.85*,65.25*,65.25*,65.67*,65.67*,66.08*,66.50*,66.50*,67.35*,67.35*,Não,Sim,Sim,Sim,,Positiva,Não,Tarja Vermelha,Sim
INSULINA HUMANA,13.078.518/0001-90,"FUNDAÇÃO BAIANA DE PESQ. CIENTIFICA E DESENV.  TECNOLOGICO, FORNECIMENTO E DISTRIBUIÇÃO DE MEDICAMENTOS-BAHIAFARMA",544018070000407,1988300050018,7898604730071,    -     ,    -     ,BAHIAFARMA INSULINA HUMANA R,100 UI/ML SOL INJ CT FA VD INC X 10 ML,"A10C1 - Insulinas humanas e análogos, ação rápida",    -     ,Regulado,39.65,39.65,45.06,45.06,47.77,47.77,48.06,48.06,48.35,48.35,48.95,48.95,49.25,49.25,49.56,49.56,49.87,50.19,50.19,50.83,50.83,54.81,54.81,62.29,62.29,66.04,66.04,66.44,66.44,66.84,66.84,67.67,67.67,68.09,68.09,68.51,68.51,68.94,69.38,69.38,70.27,70.27,Não,Sim,Não,Não,,Positiva,Não,- (*) ,Sim
INSULINA ISOFANA,57.507.378/0003-65,EMS S/A,541818100092307,1023512370014,7896004760292,    -     ,    -     ,VISULIN N,100 UI/ML SUS INJ CT 5 FA X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",Biológico,Regulado,127.10,127.10,144.43,144.43,153.13,153.13,154.06,154.06,155.00,155.00,156.91,156.91,157.89,157.89,158.88,158.88,159.87,160.89,160.89,162.95,162.95,175.71,175.71,199.67,199.67,211.69,211.69,212.98,212.98,214.28,214.28,216.92,216.92,218.27,218.27,219.64,219.64,221.01,222.42,222.42,225.27,225.27,Não,Não,Sim,Não,,Positiva,Não,- (*) ,Não
INSULINA ISOFANA,57.507.378/0003-65,EMS S/A,541818100092607,1023512370022,7896004760308,    -     ,    -     ,VISULIN N,100 UI/ML SUS INJ CT 50 FA X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",Biológico,Regulado,254.21,254.21,288.88,288.88,306.28,306.28,308.13,308.13,310.01,310.01,313.84,313.84,315.79,315.79,317.76,317.76,319.76,321.78,321.78,325.91,325.91,351.43,351.43,399.36,399.36,423.41,423.41,425.97,425.97,428.57,428.57,433.87,433.87,436.56,436.56,439.28,439.28,442.05,444.84,444.84,450.55,450.55,Não,Não,Sim,Não,,Positiva,Não,- (*) ,Não
INSULINA ISOFANA,57.507.378/0003-65,EMS S/A,541818100092507,1023512370030,7896004760315,    -     ,    -     ,VISULIN N,100 UI/ML SUS INJ CT 20 FA X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",Biológico,Regulado,508.42,508.42,577.75,577.75,612.55,612.55,616.27,616.27,620.02,620.02,627.68,627.68,631.58,631.58,635.53,635.53,639.52,643.57,643.57,651.82,651.82,702.86,702.86,798.71,798.71,846.81,846.81,851.96,851.96,857.14,857.14,867.73,867.73,873.12,873.12,878.58,878.58,884.10,889.70,889.70,901.10,901.10,Não,Não,Sim,Não,,Positiva,Não,- (*) ,Não
INSULINA ISOFANA,57.507.378/0003-65,EMS S/A,541818100092207,1023512370049,7896004760322,7896004762418,    -     ,VISULIN N,100 UI/ML SUS INJ CT FA X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",Biológico,Regulado,25.41,25.41,28.88,28.88,30.61,30.61,30.80,30.80,30.99,30.99,31.37,31.37,31.57,31.57,31.76,31.76,31.96,32.16,32.16,32.58,32.58,35.13,35.13,39.92,39.92,42.32,42.32,42.58,42.58,42.84,42.84,43.37,43.37,43.64,43.64,43.91,43.91,44.18,44.46,44.46,45.04,45.04,Não,Não,Sim,Não,,Positiva,Não,- (*) ,Não
INSULINA ISOFANA,57.507.378/0003-65,EMS S/A,541818100092407,1023512370057,7896004760339,    -     ,    -     ,VISULIN N,100 UI/ML SUS INJ CT 10 FA X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",Biológico,Regulado,1271.03,1271.03,1444.35,1444.35,1531.36,1531.36,1540.64,1540.64,1550.04,1550.04,1569.17,1569.17,1578.92,1578.92,1588.79,1588.79,1598.78,1608.90,1608.90,1629.53,1629.53,1757.12,1757.12,1996.73,1996.73,2117.02,2117.02,2129.84,2129.84,2142.84,2142.84,2169.29,2169.29,2182.76,2182.76,2196.41,2196.41,2210.22,2224.21,2224.21,2252.73,2252.73,Não,Não,Sim,Não,,Positiva,Não,- (*) ,Não
INSULINA ISOFANA,04.491.780/0001-70,"GERAIS, COMÉRCIO E IMPORTAÇÃO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA",577520030000717,1667400010032,7895197160063,7898971005000,7898971005031,WOSULIN N,100 UI/ML SUS INJ CX FA VD INC X 10 ML,"A10C2 - Insulinas humanas e análogos, ação intermediária",Biológico,Regulado,36.97,36.97,42.01,42.01,44.54,44.54,44.81,44.81,45.09,45.09,45.64,45.64,45.93,45.93,46.21,46.21,46.50,46.80,46.80,47.40,47.40,51.11,51.11,58.08,58.08,61.57,61.57,61.95,61.95,62.33,62.33,63.09,63.09,63.50,63.50,63.88,63.88,64.28,64.70,64.70,65.53,65.53,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Sim
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507601402153319,1126000080026,7896382700750,    -     ,    -     ,HUMALOG,100 UI/ML SOL INJ CT FA VD INC X 10 ML,"A10C1 - Insulinas humanas e análogos, ação rápida",Novo,Regulado,100.26,100.26,113.93,113.93,120.80,120.80,121.53,121.53,122.27,122.27,123.78,123.78,124.55,124.55,125.33,125.33,126.11,126.91,126.91,128.54,128.54,138.60,138.60,157.50,157.50,167.00,167.00,168.01,168.01,169.03,169.03,171.12,171.12,172.18,172.18,173.26,173.26,174.34,175.45,175.45,177.70,177.70,Não,Sim,Não,Não,,Positiva,Sim,- (*) ,Sim
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507601405152216,1126000080042,7896382705519,    -     ,    -     ,HUMALOG,100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML,"A10C1 - Insulinas humanas e análogos, ação rápida",Novo,Regulado,200.22,200.22,227.52,227.52,241.23,241.23,242.69,242.69,244.17,244.17,247.19,247.19,248.72,248.72,250.28,250.28,251.85,253.44,253.44,256.69,256.69,276.79,276.79,314.53,314.53,333.49,333.49,335.50,335.50,337.55,337.55,341.73,341.73,343.84,343.84,346.00,346.00,348.17,350.37,350.37,354.86,354.86,Não,Sim,Sim,Não,,Positiva,Sim,- (*) ,Sim
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507604201159314,1126000080123,7896382706264,    -     ,    -     ,HUMALOG,100 UI /ML SOL INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS ,"A10C1 - Insulinas humanas e análogos, ação rápida",Novo,Regulado,223.90,223.90,254.43,254.43,269.76,269.76,271.39,271.39,273.05,273.05,276.42,276.42,278.14,278.14,279.88,279.88,281.64,283.42,283.42,287.05,287.05,309.53,309.53,351.73,351.73,372.93,372.93,375.18,375.18,377.48,377.48,382.13,382.13,384.51,384.51,386.92,386.92,389.35,391.81,391.81,396.83,396.83,Não,Sim,Sim,Não,,Positiva,Sim,- (*) ,Sim
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507604301153210,1126000080131,7896382706431,    -     ,    -     ,HUMALOG,100 UI /ML SOL INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS ,"A10C1 - Insulinas humanas e análogos, ação rápida",Novo,Regulado,36.73,36.73,41.74,41.74,44.25,44.25,44.52,44.52,44.79,44.79,45.35,45.35,45.63,45.63,45.91,45.91,46.20,46.49,46.49,47.09,47.09,50.78,50.78,57.70,57.70,61.17,61.17,61.55,61.55,61.92,61.92,62.69,62.69,63.08,63.08,63.47,63.47,63.87,64.27,64.27,65.10,65.10,Não,Sim,Sim,Não,,Positiva,Sim,- (*) ,Sim
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507601401157310,1126000080158,7896382703331,    -     ,    -     ,HUMALOG,100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML ,"A10C1 - Insulinas humanas e análogos, ação rápida",Novo,Regulado,80.08,80.08,91.00,91.00,96.48,96.48,97.07,97.07,97.66,97.66,98.86,98.86,99.48,99.48,100.10,100.10,100.73,101.37,101.37,102.67,102.67,110.71,110.71,125.80,125.80,133.38,133.38,134.19,134.19,135.01,135.01,136.67,136.67,137.53,137.53,138.38,138.38,139.25,140.14,140.14,141.94,141.94,Não,Sim,Sim,Não,,Positiva,Sim,- (*) ,Sim
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507604901150417,1126001790035,7896382703072,    -     ,    -     ,HUMALOG MIX,100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML ,"A10C3 - Insulinas humanas e análogos, ação intermediária e longa, comb. com ação rápida",Biológico,Regulado,235.00,235.00,267.05,267.05,283.13,283.13,284.85,284.85,286.59,286.59,290.12,290.12,291.93,291.93,293.75,293.75,295.60,297.47,297.47,301.28,301.28,324.87,324.87,369.18,369.18,391.41,391.41,393.79,393.79,396.19,396.19,401.07,401.07,403.58,403.58,406.09,406.09,408.65,411.23,411.23,416.50,416.50,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507604102150416,1126001790043,7896382705885,    -     ,    -     ,HUMALOG MIX,100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML  ,"A10C3 - Insulinas humanas e análogos, ação intermediária e longa, comb. com ação rápida",Biológico,Regulado,234.94,234.94,266.98,266.98,283.06,283.06,284.78,284.78,286.51,286.51,290.05,290.05,291.85,291.85,293.68,293.68,295.52,297.39,297.39,301.21,301.21,324.79,324.79,369.08,369.08,391.31,391.31,393.69,393.69,396.08,396.08,400.98,400.98,403.47,403.47,406.00,406.00,408.54,411.12,411.12,416.41,416.41,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507604801156219,1126001790078,7896382706448,    -     ,    -     ,HUMALOG MIX,100 UI/ML SUS INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS  ,"A10C3 - Insulinas humanas e análogos, ação intermediária e longa, comb. com ação rápida",Biológico,Regulado,46.98,46.98,53.39,53.39,56.60,56.60,56.95,56.95,57.29,57.29,58.00,58.00,58.36,58.36,58.73,58.73,59.09,59.47,59.47,60.23,60.23,64.95,64.95,73.81,73.81,78.25,78.25,78.73,78.73,79.20,79.20,80.18,80.18,80.68,80.68,81.19,81.19,81.69,82.21,82.21,83.26,83.26,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507605101158411,1126001790094,7896382706288,    -     ,    -     ,HUMALOG MIX,100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS ,"A10C3 - Insulinas humanas e análogos, ação intermediária e longa, comb. com ação rápida",Biológico,Regulado,234.97,234.97,267.01,267.01,283.10,283.10,284.81,284.81,286.55,286.55,290.09,290.09,291.89,291.89,293.71,293.71,295.56,297.43,297.43,301.24,301.24,324.83,324.83,369.13,369.13,391.37,391.37,393.73,393.73,396.14,396.14,401.03,401.03,403.52,403.52,406.04,406.04,408.59,411.18,411.18,416.45,416.45,Não,Não,Não,Não,,Positiva,Não,- (*) ,Não
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507605002151419,1126001790108,7896382706493,    -     ,    -     ,HUMALOG MIX,100 UI/ML SUS INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS,"A10C3 - Insulinas humanas e análogos, ação intermediária e longa, comb. com ação rápida",Biológico,Regulado,46.98,46.98,53.39,53.39,56.60,56.60,56.95,56.95,57.29,57.29,58.00,58.00,58.36,58.36,58.73,58.73,59.09,59.47,59.47,60.23,60.23,64.95,64.95,73.81,73.81,78.25,78.25,78.73,78.73,79.20,79.20,80.18,80.18,80.68,80.68,81.19,81.19,81.69,82.21,82.21,83.26,83.26,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507605001153418,1126001790124,7896382706271,    -     ,    -     ,HUMALOG MIX,100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS,"A10C3 - Insulinas humanas e análogos, ação intermediária e longa, comb. com ação rápida",Biológico,Regulado,234.97,234.97,267.01,267.01,283.10,283.10,284.81,284.81,286.55,286.55,290.09,290.09,291.89,291.89,293.71,293.71,295.56,297.43,297.43,301.24,301.24,324.83,324.83,369.13,369.13,391.37,391.37,393.73,393.73,396.14,396.14,401.03,401.03,403.52,403.52,406.04,406.04,408.59,411.18,411.18,416.45,416.45,Não,Não,Não,Não,,Positiva,Não,- (*) ,Não
IOBITRIDOL,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000305151418,1498000030076,7897854900746,    -     ,    -     ,HENETIX,300 MG/ML SOL INJ CX 25 FA VD INC X 50 ML,"T1A - AGENTE DIAGNÓSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",Similar,Regulado,5360.91,5360.91,6091.95,6091.95,6458.93,6458.93,6498.07,6498.07,6537.69,6537.69,6618.41,6618.41,6659.52,6659.52,6701.14,6701.14,6743.28,6785.96,6785.96,6872.96,6872.96,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,- (*) ,Não
IOBITRIDOL,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000306158416,1498000030106,7897854901279,    -     ,    -     ,HENETIX,300 MG/ML SOL INJ CT FA VD INC X 500 ML,"T1A - AGENTE DIAGNÓSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",Similar,Regulado,2144.54,2144.54,2436.98,2436.98,2583.78,2583.78,2599.44,2599.44,2615.29,2615.29,2647.58,2647.58,2664.02,2664.02,2680.68,2680.68,2697.54,2714.61,2714.61,2749.41,2749.41,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,- (*) ,Não
IOBITRIDOL,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000304155411,1498000030149,7897854900807,    -     ,    -     ,HENETIX,350 MG/ML SOL INJ CX 25 FA VD INC X 50 ML,"T1A - AGENTE DIAGNÓSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",Similar,Regulado,6254.96,6254.96,7107.91,7107.91,7536.09,7536.09,7581.77,7581.77,7628.00,7628.00,7722.17,7722.17,7770.14,7770.14,7818.70,7818.70,7867.88,7917.67,7917.67,8019.18,8019.18,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,- (*) ,Não
IOBITRIDOL,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000302152413,1498000030173,7897854901323,    -     ,    -     ,HENETIX,300 MG/ML SOL INJ CX 10 FA VD INC X 100 ML,"T1A - AGENTE DIAGNÓSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",Similar,Regulado,4289.08,4289.08,4873.96,4873.96,5167.57,5167.57,5198.88,5198.88,5230.58,5230.58,5295.16,5295.16,5328.05,5328.05,5361.35,5361.35,5395.07,5429.22,5429.22,5498.82,5498.82,5929.40,5929.40,6737.96,6737.96,7143.86,7143.86,7187.15,7187.15,7230.97,7230.97,7320.25,7320.25,7365.72,7365.72,7411.75,7411.75,7458.37,7505.58,7505.58,7601.80,7601.80,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
IOBITRIDOL,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000303159411,1498000030181,7897854901330,    -     ,    -     ,HENETIX,350 MG/ML SOL INJ CX 10 FA VD INC X 100 ML,"T1A - AGENTE DIAGNÓSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",Similar,Regulado,5004.30,5004.30,5686.71,5686.71,6029.28,6029.28,6065.82,6065.82,6102.80,6102.80,6178.15,6178.15,6216.52,6216.52,6255.38,6255.38,6294.72,6334.56,6334.56,6415.77,6415.77,6918.15,6918.15,7861.54,7861.54,8335.13,8335.13,8385.64,8385.64,8436.76,8436.76,8540.93,8540.93,8593.97,8593.97,8647.70,8647.70,8702.08,8757.16,8757.16,8869.43,8869.43,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
IOBITRIDOL,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000310155418,1498000030191,7897854901446,    -     ,    -     ,HENETIX,350 MG/ML SOL INJ CT FA VD INC X 500 ML,"T1A - AGENTE DIAGNÓSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",Similar,Regulado,2368.43,2368.43,2691.40,2691.40,2853.53,2853.53,2870.82,2870.82,2888.33,2888.33,2923.99,2923.99,2942.15,2942.15,2960.54,2960.54,2979.16,2998.01,2998.01,3036.45,3036.45,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,- (*) ,Não
